"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
339,"20","RL",0.867657585102676,0.526030952254806,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","0.615605273325129","6~9",0.424282250526406,"1998~","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock or Stone or Wood","Gd","TA","Mn or No","Not GLQ",-1.14743399314443,"Unf",0,995,0.339883046743673,"GasA","Ex","Y","SBrkr",1.33238281714506,0,0,0.258588462129113,"1","0","2 ~","No HalfBath","3 ~","1","Gd","8 ~","Typ","No Fireplaces","No Fireplace","Attchd","1980 ~ 2000","RFn",2,"300 ~ 600","TA","TA","Y",108,45,0,0,0,0,"No Pool","No Fence","Shed",400,5,2006,"WD","Normal",0.493245326622246
340,"20","RL",-0.169126491565381,0.301287408203215,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","non-norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","6~9",-0.389458414218545,"1998~","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock or Stone or Wood","TA","Fa","Mn or No","Not GLQ",-0.141011634913819,"Unf",0,630,0.359017003198521,"GasA","Gd or TA","Y","FuseA",0.161298979402347,0,0,-0.592522218732869,"0","0","0 or 1","No HalfBath","3 ~","1","TA","6","Typ","No Fireplaces","No Fireplace","Attchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Y",0,0,0,0,234,0,"No Pool","No Fence","None",0,6,2009,"WD","Normal",-0.147508753602074
341,"60","RL",0.618829406702342,0.531955423903158,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story","1.32818525570845","5",0.98764117227291,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,967,-0.31887173977324,"GasA","Ex","Y","SBrkr",-0.479047355521008,0.476925540135439,0,0.860235667566031,"0","0","2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",135,0,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",0.497949271087872
342,"20","RMH",-0.417954669965714,-0.213884039479515,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","non-norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-1.52213467382485","2~4",-0.639840157216991,"1950~1997","Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock or Stone or Wood","TA","Fa","Mn or No","Not GLQ",0,"Unf",0,721,-0.991293638043616,"GasA","Gd or TA","Y","SBrkr",-0.917482683936998,0,0,-1.3765502843545,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","~ 4","Typ","No Fireplaces","No Fireplace","CarPort","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Partial or Not",250,0,24,0,0,0,"No Pool","No Fence","None",0,9,2009,"WD","Normal",-1.70318448373133
344,"120","RL",-0.293540580765548,-0.156056044477129,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","2.04076523809178","5",1.08153432589733,"1998~","Hip","CompShg","MetalSd","MetalSd","BrkFace",616,"Ex","TA","PConc","Ex","TA","Mn or No","GLQ",-1.64793973581288,"Unf",0,1656,1.64099208567334,"GasA","Ex","Y","SBrkr",1.51410272300169,0,0,0.390657360883558,"0","0","2 ~","No HalfBath","0 ~ 2","1","Ex","6","Typ","Yes Fireplaces","Ex","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",495,72,0,0,0,0,"No Pool","No Fence","None",0,7,2008,"WD","Normal",1.13985864846371
345,"160 ~ 190","RMH",-1.41326738356705,-0.961912981514839,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","2Story","-0.809554691441521","2~4",0.173900507527959,"1950~1997","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock or Stone or Wood","Gd","TA","Mn or No","Not GLQ",-1.37469065468037,"BLQ",232,175,-1.49697677292174,"GasA","Gd or TA","Y","SBrkr",-1.79723778371908,-0.828360743872041,0,-0.808444386537757,"0","0","0 or 1","Yes HalfBath","3 ~","1","TA","~ 4","Typ","No Fireplaces","No Fireplace","Attchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","TA","Y",182,0,0,0,0,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",-1.61424346249334
346,"50","RL",-0.210597854632103,-0.466962013153656,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","non-norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.0969747090581961","5",-0.984115053839854,"1950~1997","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil or Slab","TA","TA","Mn or No","Not GLQ",0,"Unf",0,972,-0.305204628019777,"GasA","Gd or TA","Y","SBrkr",-0.539620657473217,-0.716699085358127,0,0.166349866173627,"0","0","0 or 1","No HalfBath","3 ~","1","Fa","6","Typ","Yes Fireplaces","Gd","Detchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","None",0,10,2006,"WD","Normal",-0.389907859878825
349,"160 ~ 190","RL",-1.41326738356705,-0.980459153631418,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","others","2Story","0.615605273325129","5",1.01893889014772,"1998~","Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","Mn or No","GLQ",-0.173476872276096,"Unf",0,191,-0.873756476963834,"GasA","Ex","Y","SBrkr",-1.1395847910951,0.272854233196216,0,0.269070120760418,"1","0","2 ~","Yes HalfBath","0 ~ 2","1","Gd","6","Typ","No Fireplaces","No Fireplace","BuiltIn","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",0,27,0,0,0,0,"No Pool","No Fence","None",0,10,2008,"WD","Normal",-0.163111772764123
350,"60","RL",-0.583840122232603,1.33562288228822,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story","2.04076523809178","5",1.08153432589733,"1998~","Hip","CompShg","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","Mn or No","GLQ",2.09097343374277,"Unf",0,438,2.08927335118693,"GasA","Ex","Y","SBrkr",1.98715136681894,0.342161469515198,0,2.57922768310008,"1","0","2 ~","Yes HalfBath","3 ~","1","Ex","8 ~","Typ","Yes Fireplaces","Ex","Attchd","2000 ~ ","Fin",3,"600 ~","TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","None",0,4,2006,"New","Partial",2.29969395196138
351,"120","RL",-0.0861837654319362,-0.288583899393511,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","2.04076523809178","5",1.14412976164694,"1998~","Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","Mn or No","Not GLQ",0,"Unf",0,1869,2.14667522055147,"GasA","Ex","Y","SBrkr",2.04772466877115,0,0,0.77847873024185,"0","0","2 ~","No HalfBath","0 ~ 2","1","Ex","6","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",2,"600 ~","TA","TA","Y",210,54,0,0,0,0,"No Pool","No Fence","None",0,12,2007,"New","Partial",1.55978419551775
353,"50","RL",-0.417954669965714,-0.125789721925768,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","non-norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.809554691441521","6~9",-0.921519618090243,"1950~1997","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock or Stone or Wood","TA","Fa","Mn or No","Not GLQ",-1.08520895486673,"Rec",380,0,-1.27830298486634,"GasA","Gd or TA","N","SBrkr",-1.56648234771067,-1.14024330730746,0,-0.810540718264018,"0","1","0 or 1","No HalfBath","3 ~","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","Fa","Y",48,0,0,0,0,0,"No Pool","No Fence","None",0,3,2008,"ConLw","Normal",-1.33981994294178
354,"30 ~ 40","RMH",-0.417954669965714,-0.198428896049033,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","6~9",-1.32838995046272,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil or Slab","TA","TA","Mn or No","Not GLQ",0,"Unf",0,624,-1.2564356060608,"GasA","Gd or TA","Y","SBrkr",-1.26650028089973,0,0,-1.63020642323208,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","2000 ~ ","Unf",2,"300 ~ 600","TA","TA","Y",106,0,0,0,0,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",-1.07311139951602
355,"50","RL",-0.417954669965714,-0.213884039479515,"Pave","Pave and No Alley","Reg","Bnk","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.0969747090581961","5",-0.952817335965049,"1998~","Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock or Stone or Wood","TA","TA","Mn or No","Not GLQ",-0.673982614944544,"Unf",0,552,-0.392674143241939,"GasA","Ex","Y","SBrkr",0.0949567915499269,-1.49448029293781,0,0.204083837246325,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","6","Typ","Yes Fireplaces","Gd","Attchd","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Y",0,0,108,0,0,0,"No Pool","No Fence","None",0,6,2006,"WD","Normal",-0.393363375921325
356,"20","RL",1.44825666803679,0.15304682413251,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","5",0.768557147149269,"1950~1997","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","Mn or No","Not GLQ",-0.820076183074794,"BLQ",544,322,0.318015667938133,"GasA","Ex","Y","SBrkr",0.118032335150769,0,0,-0.623967194626785,"1","0","2 ~","No HalfBath","3 ~","1","Gd","6","Typ","No Fireplaces","No Fireplace","Attchd","1980 ~ 2000","RFn",2,"300 ~ 600","TA","TA","Y",0,26,0,0,0,0,"No Pool","No Fence","None",0,8,2007,"WD","Normal",0.178279694273168
358,"120","RMH",-1.08149647903327,-0.751723030860285,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","5",0.173900507527959,"1950~1997","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","Mn or No","Not GLQ",0.640859498227703,"Unf",0,268,0.159477171597963,"GasA","Gd or TA","Y","SBrkr",-0.0492653559553331,0,0,-0.745554434749925,"1","0","0 or 1","Yes HalfBath","3 ~","1","TA","6","Typ","Yes Fireplaces","Po","Attchd","1900 ~ 1980","Fin",2,"300 ~ 600","TA","TA","Y",536,90,0,0,0,0,"No Pool","Yes Fence","None",0,8,2007,"WD","Normal",-0.499492867976843
359,"70 ~ 90","RL",0.909128948169398,-0.403209546502918,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","2~4",-0.389458414218545,"1950~1997","Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock or Stone or Wood","TA","TA","Av or Gd","Not GLQ",-0.912061022267914,"Rec",294,468,-0.0591966164574441,"GasA","Ex","Y","FuseF",0.556467663566759,0,0,-0.305324772235107,"0","1","0 or 1","No HalfBath","3 ~","1","Gd","6","Min2","No Fireplaces","No Fireplace","BuiltIn","1900 ~ 1980","Unf",1,"0 ~ 300","TA","TA","Y",168,0,294,0,0,0,"No Pool","No Fence","None",0,7,2006,"WD","Abnorml",-0.573035053682165
360,"60","RL",0.328529865235286,0.25118698491607,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor4","Norm","Norm","1Fam and TwnhsE","2Story","1.32818525570845","5",0.862450300773687,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av or Gd","GLQ",0.862705286869934,"Unf",0,130,0.00640551995917797,"GasA","Ex","Y","SBrkr",-0.210794161161224,0.180444584770908,0,0.893776975186207,"1","0","2 ~","Yes HalfBath","3 ~","1","Gd","7","Typ","Yes Fireplaces","TA","Attchd","1980 ~ 2000","RFn",2,"300 ~ 600","TA","TA","Y",208,75,0,0,374,0,"No Pool","No Fence","None",0,6,2006,"WD","Normal",1.26066636000858
366,"70 ~ 90","RMH",-0.459426033032437,0.081051614318848,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","2Story","-0.809554691441521","6~9",-1.57877169346116,"1950~1997","Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock or Stone or Wood","TA","Fa","Mn or No","Not GLQ",-0.490012936558304,"Unf",0,216,-1.12523133322755,"GasA","Gd or TA","Y","FuseA",-1.40495354250478,-0.458722150170808,0,-0.322095426045195,"0","0","0 or 1","No HalfBath","3 ~","1","TA","6","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","Fa","Y",0,128,218,0,0,0,"No Pool","No Fence","None",0,7,2009,"WD","Normal",-0.275380229753406
368,"70 ~ 90","RL",1.2823712157699,-0.117289393039003,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","5",-0.264267542719321,"1950~1997","Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock or Stone or Wood","Gd","TA","Av or Gd","GLQ",-0.719975034541104,"Unf",0,728,0.0419400105181816,"GasA","Gd or TA","Y","SBrkr",0.78433865662507,0,0,-0.139714565860485,"0","1","0 or 1","No HalfBath","3 ~","1","TA","6","Typ","Yes Fireplaces","Gd","Basment","1900 ~ 1980","RFn",1,"0 ~ 300","TA","TA","Y",64,110,0,0,0,0,"No Pool","No Fence","None",0,12,2008,"WD","Normal",0.00298947002014699
369,"20","RL",0.328529865235286,-0.291159756631925,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor3","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.809554691441521","6~9",-0.514649285717768,"1950~1997","Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","Mn or No","Not GLQ",-0.26275627502236,"Unf",0,728,0.503888387785228,"GasA","Gd or TA","Y","SBrkr",0.314174455757922,0,0,-0.481416637241034,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","7","Typ","Yes Fireplaces","Gd","Attchd","1900 ~ 1980","Fin",1,"0 ~ 300","TA","TA","Y",0,98,0,0,0,0,"No Pool","No Fence","None",0,3,2010,"WD","Normal",-0.535973567777793
372,"50","RL",0.411472591368731,0.909189716468837,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","non-norm","Norm","1Fam and TwnhsE","Foyer and .5","-1.52213467382485","2~4",-0.358160696343739,"1950~1997","Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock or Stone or Wood","No Bsmt","No Bsmt","No Bsmt","No Bsmt",0,"No Bsmt",0,0,0,"GasA","Gd or TA","Y","SBrkr",-0.112723100857648,-1.24420416178593,0,0.189409515162498,"0","0","2 ~","No HalfBath","3 ~","1","TA","7","Min2","Yes Fireplaces","Gd","Detchd","1980 ~ 2000","Fin",2,"600 ~","TA","TA","Partial or Not",0,59,0,0,0,0,"No Pool","No Fence","None",0,7,2008,"WD","Normal",-0.491687587977664
373,"120","RL",-0.832668300632937,-0.371655295332351,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","5",0.424282250526406,"1950~1997","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock or Stone or Wood","Gd","TA","Mn or No","Not GLQ",-0.0382050499332725,"LwQ",121,0,-0.928424923977686,"GasA","Gd or TA","Y","SBrkr",-1.17419810649636,0,0,-1.56312380799173,"1","0","0 or 1","No HalfBath","0 ~ 2","1","TA","~ 4","Typ","No Fireplaces","No Fireplace","Attchd","1980 ~ 2000","Unf",1,"0 ~ 300","TA","TA","Y",353,0,0,0,90,0,"No Pool","Yes Fence","None",0,2,2010,"WD","Normal",-0.668352844513804
375,"60","RL",-0.210597854632103,-0.239642611863652,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story","0.615605273325129","5",1.01893889014772,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,847,-0.64688242185635,"GasA","Ex","Y","SBrkr",-0.900176026236367,1.11609227507715,0,0.902162302091252,"0","0","2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","Yes Fireplaces","Gd","BuiltIn","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",100,48,0,0,0,0,"No Pool","No Fence","None",0,7,2007,"WD","Normal",0.685094680377833
377,"70 ~ 90","RL",-0.542368759165881,-0.156442423062891,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","CulDSac","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.809554691441521","5",0.799854865024075,"1950~1997","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av or Gd","GLQ",-0.917471895161627,"Unf",0,572,-0.58401370779042,"GasA","Ex","Y","SBrkr",-0.706918348579319,0,0,-1.22351806833744,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","1980 ~ 2000","Unf",2,"300 ~ 600","TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","None",0,7,2006,"WD","Normal",-0.259004918014568
378,"60","FV",1.32384257883662,0.139394780768917,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story","1.32818525570845","5",1.05023660802252,"1998~","Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,1580,1.35671616120131,"GasA","Ex","Y","SBrkr",1.21412065619074,0.365263881621525,0,2.02998877081969,"0","0","2 ~","No HalfBath","3 ~","1","Gd","8 ~","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",2,"600 ~","TA","TA","Y",159,214,0,0,0,0,"No Pool","No Fence","None",0,12,2007,"WD","Normal",1.71572691235621
380,"60","RL",-0.417954669965714,-0.249559662231544,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","non-norm","Norm","1Fam and TwnhsE","2Story","-0.0969747090581961","5",0.925045736523298,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"TA","TA","PConc","Gd","TA","Mn or No","Not GLQ",0,"Unf",0,982,-0.277870404512851,"GasA","Ex","Y","SBrkr",-0.438665154219535,0.00717649397345489,0,0.633831841129839,"0","0","2 ~","Yes HalfBath","3 ~","1","TA","7","Typ","Yes Fireplaces","TA","Attchd","1980 ~ 2000","Fin",2,"300 ~ 600","TA","TA","Y",100,63,0,0,0,0,"No Pool","No Fence","None",0,6,2009,"WD","Normal",0.198445546069844
381,"50","RL",-0.832668300632937,-0.651779770009836,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.809554691441521","6~9",-1.45358082196194,"1950~1997","Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil or Slab","TA","TA","Mn or No","Not GLQ",-1.13390681091015,"Unf",0,808,-0.157599821082377,"GasA","Gd or TA","Y","SBrkr",-0.383860738167536,-0.485674964294856,0,0.405331682967385,"0","0","2 ~","No HalfBath","3 ~","1","Gd","6","Typ","Yes Fireplaces","Gd","Detchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","TA","Y",0,0,242,0,0,0,"No Pool","No Fence","None",0,5,2010,"WD","Normal",-0.629756811898604
382,"20","FV",-0.417954669965714,-0.368435473784334,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","0.615605273325129","5",1.11283204377213,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Mn or No","Not GLQ",0,"Unf",0,1293,0.572223946552543,"GasA","Ex","Y","SBrkr",0.409361073111394,0,0,-0.41223769027442,"1","0","2 ~","No HalfBath","0 ~ 2","1","Gd","5","Typ","Yes Fireplaces","Gd","Attchd","2000 ~ ","RFn",2,"300 ~ 600","TA","TA","Y",216,121,0,0,0,0,"No Pool","No Fence","None",0,8,2006,"New","Partial",0.312680574750259
383,"60","RL",0.370001228302009,-0.105054071156538,"Pave","Pave and No Alley","IR","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","2Story","0.615605273325129","5",1.11283204377213,"1998~","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av or Gd","Not GLQ",0,"Unf",0,939,-0.395407565592632,"GasA","Ex","Y","SBrkr",-0.634807274826689,0.257452625125332,0,0.627542845951055,"0","0","2 ~","Yes HalfBath","3 ~","1","Gd","8 ~","Typ","No Fireplaces","No Fireplace","Attchd","2000 ~ ","RFn",2,"600 ~","TA","TA","Y",144,53,0,0,0,0,"No Pool","No Fence","None",0,4,2007,"WD","Normal",0.619205907576749
384,"30 ~ 40","RMH",-0.417954669965714,-0.136608322327105,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.0969747090581961","2~4",-1.32838995046272,"1950~1997","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil or Slab","Fa","Fa","Mn or No","Not GLQ",0,"Unf",0,784,-0.819088029949983,"GasA","Gd or TA","N","FuseA",-1.081895932093,0,0,-1.49604119275138,"0","0","0 or 1","No HalfBath","0 ~ 2","1","TA","5","Typ","No Fireplaces","No Fireplace","Detchd","1900 ~ 1980","Unf",2,"300 ~ 600","Fa","Fa","Partial or Not",0,0,91,0,0,0,"No Pool","No Fence","None",0,10,2009,"WD","Normal",-1.89173557825074
386,"120","RL",-1.12296784209999,-0.885925192981637,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor1","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","1.32818525570845","5",1.05023660802252,"1998~","Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","Mn or No","GLQ",-1.6587614816003,"Unf",0,1232,0.471087319576917,"GasA","Ex","Y","SBrkr",0.317058898708027,0,0,-0.479320305514773,"0","0","2 ~","No HalfBath","0 ~ 2","1","Gd","6","Typ","Yes Fireplaces","TA","Attchd","2000 ~ ","Fin",2,"300 ~ 600","TA","TA","Y",146,20,0,0,144,0,"No Pool","No Fence","None",0,4,2010,"WD","Normal",0.366181446214202
387,"50","RL",-0.500897396099159,-0.212596110860308,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","non-norm","Norm","1Fam and TwnhsE","Foyer and .5","-0.809554691441521","2~4",-1.89174887220922,"1950~1997","Gambrel","CompShg","Wd Sdng","VinylSd","None",0,"TA","Fa","PConc","TA","TA","Mn or No","Not GLQ",0,"Unf",0,658,-1.16349924613725,"GasA","Gd or TA","Y","SBrkr",-1.44533574380625,-1.0208808447581,0,-0.657508502246962,"0","0","0 or 1","No HalfBath","3 ~","1","TA","8 ~","Typ","No Fireplaces","No Fireplace","No Garage","No Garage","No Garage",0,"0 ~ 300","No Garage","No Garage","Partial or Not",0,151,0,0,0,0,"No Pool","No Fence","None",0,5,2006,"WD","AdjLand",-1.73358847746185
388,"70 ~ 90","RL",0.0797016868349529,-0.368435473784334,"Pave","Pave and No Alley","Reg","Lvl and Low","AllPub","FR2 and Corner and Inside","Gtl","neighbor2","Norm","Norm","1Fam and TwnhsE","SLvl and 1Story","-0.0969747090581961","6~9",0.173900507527959,"1950~1997","Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock or Stone or Wood","TA","TA","Av or Gd","Not GLQ",-0.0165615583584207,"Unf",0,410,-0.116598485821988,"GasA","Ex","Y","SBrkr",-0.0983008861071215,0,0,-0.781192074096363,"1","0","0 or 1","No HalfBath","3 ~","1","TA","6","Typ","Yes Fireplaces","Fa","Detchd","1900 ~ 1980","Unf",1,"300 ~ 600","TA","TA","Y",296,0,0,0,0,0,"No Pool","Yes Fence","None",0,10,2009,"WD","Abnorml",-0.668352844513804
